case_id,query,source_index,chunk_id,classification,source_content
course-ai-description,Provide the official course description for 'ARTIFICIAL INTELLIGENCE' (01076582).,4,course_104,FP,"01076568 HUMAN COMPUTER INTERACTION PREREQUISITE: NONE Human computer interaction, human factors, psychology, task analysis, user-centered design, usability engineering, interface design and evaluation, ubiquitous computing, collaborative and virtual environment"
course-ai-description,Provide the official course description for 'ARTIFICIAL INTELLIGENCE' (01076582).,5,course_106,FP,01076589 ADVANCED DATABASE SYSTEMS PREREQUISITE: 01076263 DATABASE SYSTEMS Database management systems; structure and components; physical databases; access mechanisms; query processing; transaction processing; recovery control; concurrency control; distributed database systems; object-oriented databases; deductive databases
course-ai-description,Provide the official course description for 'ARTIFICIAL INTELLIGENCE' (01076582).,6,course_096,FP,"01076421 EMBEDDED SYSTEM DESIGN PREREQUISITE: 01076112 DIGITAL SYSTEM FUNDAMENTALS Overview of embedded systems, Communication among distributed systems; Interfacing with external environments; Energy conservation; Safety and reliability; Design principles; Methodologies; Design tools; Case studies."
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,0,course_075,TP,01076042 ความมั่นคงข้อมูลและคอมพิวเตอร์ วิชาบังคับก่อน: 01076018 เครือข่ายคอมพิวเตอร์ หรือ 01076116 เครือข่ายคอมพิวเตอร์ ภาพรวมทฤษฎี หลักการ และความรู้เกี่ยวกับการรักษาความมั่นคง สารสนเทศ การ บริหารความเสี่ยง การควบคุมการเข้าถึง การเข้าและถอดรหัสลับ การรักษาความปลอดภัยทางกายภาพ สถาปัตยกรรมเพื่อการรักษาความปลอดภัย แผนการดําเนินธุรกิจต่อเนื่อง ความปลอดภัยของแอพพลิเคชัน การป้องกันในระบบปฏิบัติการและแพลตฟอร์มให้บริการ ภัยคุกคามและมัลแวร์ ความปลอดภัยเครือข่ายพื้นฐาน ความเป็นส่วนตัว จริยธรรม และกฎหมายที่เกี่ยวข้อง
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,1,course_141,TP,"01076627 สถาปัตยกรรมและการบริหารความมั่นคงไอซีที วิชาบังคับก่อน: ไม่มี องค์ประกอบระบบไอซีที, หลักการและทฤษฎีเกี่ยวกับการรักษาความปลอดภัย, สถาปัตยกรรมการรักษาความปลอดภัย, กระบวนการในการรักษาความปลอดภัยระบบสารสนเทศ, อุปกรณ์และเครื่องมือในการรักษาความปลอดภัยระบบ, การบริหารจัดการด้านการรักษาความปลอดภัย, มาตรฐานการรักษาความปลอดภัย, นโยบายในการรักษาความปลอดภัย และกฎหมายที่เกี่ยวข้อง"
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,2,course_147,TP,01076636 การรุกรานความมั่นคงปลอดภัยทางไซเบอร์ วิชาบังคับก่อน: 01076629 การทดสอบเจาะระบบและการแฮกแบบมีจริยธรรมเบื้องต้น ทฤษฎี คำสั่ง และหลักการพื้นฐานในการเจาะระบบทั้งด้านเครือข่าย และเว็บแอพลิเคชัน รวมถึงการประยุกต์เทคนิคและวิธีการในการได้มาซึ่งข้อมูลสำคัญและการเข้ายึดครองระบบ ตลอดจนเทคนิคทางโปรแกรมมิ่งในการโจมตีหน่วยความจำคอมพิวเตอร์ และระบบปฏิบัติการ ในการเรียนมีการกล่าวถึงวิธีการนำไปใช้ในการทดสอบเจาะระบบจากประสบการณ์จริง ตัวอย่างการประยุกต์ใช้ และจัดให้ มีการปฏิบัติจริง
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,3,course_019,FP,01076016 การเตรียมโครงงานวิศวกรรมคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี การเตรียมโครงงานทางวิศวกรรมคอมพิวเตอร์เพื่อเลือกโครงงานชั้นปีที่ 4 การกําหนด ปัญหา การค้นหาความรู้ขั้นพื้นฐาน ทักษะในการเลือกโครงงาน การสํารวจเอกสารของหัวข้อที่เลือก การจัดทําข้อเสนอโครงงาน การเขียนรายงานเชิงเทคนิค และการนําเสนอปากเปล่า
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,4,course_143,TP,"01076628 การประเมินความมั่นคงเทคโนโลยีสารสนเทศ วิชาบังคับก่อน: ไม่มี องค์ประกอบระบบสารสนเทศ, ช่องโหว่และภัยคุกคามระบบสารสนเทศ, การโจมตีเพื่อ รบกวนการทํางานของระบบ, หลักการในการรักษาความปลอดภัย, เทคนิคและกระบวนการป้องกันการ โจมตีระบบสารสนเทศ, การประเมินความปลอดภัยระบบสารสนเทศ และ การปรับปรุงความปลอดภัยใน ระบบสารสนเทศ"
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,5,course_021,FP,01076101 วิศวกรรมคอมพิวเตอร์เบื้องต้น วิชาบังคับก่อน: ไม่มี แนะนําบทบาทของวิศวกรรมคอมพิวเตอร์ ทั้งฮาร์ดแวร์และซอฟต์แวร์ วิชานี้มีเป้าหมายเพื่อให้ นักศึกษาได้เข้าใจบทบาทของคอมพิวเตอร์ในการแก้ไขปัญหาต่าง ๆ โดยช่วยนักศึกษาให้มีความมั่นใจในการ ปฏิบัติการ ประกอบ และทดสอบโครงงานทางฮาร์ดแวร์ตามเป้าหมายที่กําหนด โดยวิชานี้จะใช้บอร์ด ไมโครคอนโทรลเลอร์อาดูโนเป็นเครื่องมือในการทําโครงงาน
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,6,course_103,FP,01076568 การปฏิสัมพันธ์ระหว่างมนุษย์และคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ปฏิสัมพันธ์ระหว่าง มนุษย์และคอมพิวเตอร์ ปัจจัยมนุษย์ จิตวิทยา การวิเคราะห์งาน การ ออกแบบโดยผู้ใช้เป็นศูนย์กลาง ประโยชน์ใช้งานด้านวิศวกรรม การออกแบบอินเตอร์เฟซและการ ประเมินผล คอมพิวเตอร์ในทุกหนแห่ง สภาพแวดล้อม ร่วมกัน และสภาพแวดล้อมเสมือนจริง
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,7,course_035,FP,01076114 องค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล ภาพรวมขององค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ การแทนข้อมูลในคอมพิวเตอร์ การจองและเข้าถึงหน่วยความจํา หน่วยประมวลผลกลาง การเขียนโปรแกรมภาษาแอสเซมบลีและสถาปัตยกรรม ชุดคําสั่ง การทํางานของซอฟต์แวร์ระดับสูงในมุมมองของชุดคําสั่งระดับล่าง ระดับชั้นของหน่วยความจํา เทคนิคการ ส่งข้อมูลและอินพุตเอาต์พุต การคํานวณของคอมพิวเตอร์ การวัดประสิทธิภาพของระบบ
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,8,course_113,FP,01076559 สถาปัตยกรรมและการออกแบบซอฟต์แวร์ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้แนะนำแนวคิดพื้นฐานและหลักการของการออกแบบซอฟต์แวร์และสถาปัตยกรรม ซอฟต์แวร์ โดยเริ่มจากประเด็นที่สำคัญในการออกแบบ และรูปแบบของการออกแบบ ภาพรวมของ โครงสร้างและรูปแบบของสถาปัตยกรรมซอฟต์แวร์ แนวทางปฏิบัติและขั้นตอนในการสร้างและวิเคราะห์ สถาปัตยกรรมซอฟต์แวร์ โดยให้ความสำคัญกับประเด็นเรื่องคุณภาพและสถาปัตยกรรมของซอฟต์แวร์ นักศึกษาจะได้ฝึกปฏิบัติในการออกแบบโปรแกรมประยุกต์และกรณีศึกษาของสถาปัตยกรรมซอฟต์แวร์
career-cybersecurity-path,ถ้าสนใจทำงานสาย Cybersecurity ควรเลือกลงวิชาเลือกอะไรบ้างในหลักสูตรวิศวกรรมคอมพิวเตอร์?,9,course_139,FP,01076595 การสืบค้นสารสนเทศและการค้นหาเว็บ วิชาบังคับก่อน: ไม่มี วิชานี้ศึกษาทฤษฎี การออกแบบ และการพัฒนาเทคนิคของการค้นคืนสารสนเทศในระบบสารสนเทศแบบข้อความ เนื้อหาประกอบด้วย วิธีการของการสืบค้นสารสนเทศ การทําดัชนี การใช้คําถามสืบค้น การจัดการและแยกแยะของเอกสารข้อความ รวมถึงเอกสารแบบไฮเปอร์เท็กซ์ที่ใช้ในเว็บ นอกจากนั้นยังกล่าวถึงประเด็นที่นิยมใช้ในปัจจุบัน เช่น สื่อสังคมออนไลน์ ระบบให้แนะนํา และการ จัดลําดับ
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,0,course_096,TP,"01076421 EMBEDDED SYSTEM DESIGN PREREQUISITE: 01076112 DIGITAL SYSTEM FUNDAMENTALS Overview of embedded systems, Communication among distributed systems; Interfacing with external environments; Energy conservation; Safety and reliability; Design principles; Methodologies; Design tools; Case studies."
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,1,course_062,TP,"01076052 REAL-TIME EMBEDDED SYSTEMS PREREQUISITE: 01076112 DIGITAL SYSTEM FUNDAMENTALS This course is composed of two parts. The first part focuses on principles of real-time operating system (RTOS) including determinism, real -time scheduling, interrupt handling and latency, task synchronization, inter- task communications and real - time debugging. The second part covers basic concepts of programming and debugging Linux applications, Linux kernel configuration, device driver development, bootloader, filesystem and deployment of embedded Linux devices."
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,2,course_090,TP,"01076411 MICRO ROBOT DEVELOPMENT PREREQUISITE: 01076112 DIGITAL SYSTEM FUNDAMENTALS Introduction to robotic basic; Study of theory and principle of micro-robot in hardware and software; Design and development in robot: mechanic, control, display, movement, detector; C programming in robot control; Application of input output devices: sensor, motor, ultrasonic; Assembling and testing system; Control programs and interfacing technique; Testing and debugging."
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,3,course_140,FP,"01076595 INFORMATION STORAGE AND WEB SEARCH PREREQUISITE: NONE The course studies the theory, design, and implementation of Information Retrieval (IR) techniques in text-based information systems. The theoretical component of the course focuses on IR methods for processing, indexing, querying, organization, and classification of textual documents, including hypertext documents available on the world-wide-web. A variety of current topics are also covered, including social media, recommendation systems, and ranking."
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,4,course_110,FP,01076596 SYSTEM REQUIREMENTS ENGINEERING PREREQUISITE: 01076034 PRINCIPLES OF SOFTWARE DEVELOPMENT PROCESS Introduction to requirements engineering techniques for software- intensive systems. Requirements Modeling. Requirements Elicitation. Software Requirements Specification (SRS) document. Requirements Representation (Formal and Informal). Requirements Validation
career-embedded-iot,What courses and projects should I focus on if I want to specialize in Embedded Systems and IoT?,5,course_022,TP,"01076101 INTRODUCTION TO COMPUTER ENGINEERING Introduction to computer Engineering roles - hardware and software. It aims to provide students with an understanding of the role computation can play in solving problems. It also aims to help students to feel justifiably confident of their ability to hands-on experience, assemble and test hardware projects that allow them to accomplish setting goals. This class will use the Arduino microcontroller board to build hardware project."
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,0,course_075,TP,01076042 ความมั่นคงข้อมูลและคอมพิวเตอร์ วิชาบังคับก่อน: 01076018 เครือข่ายคอมพิวเตอร์ หรือ 01076116 เครือข่ายคอมพิวเตอร์ ภาพรวมทฤษฎี หลักการ และความรู้เกี่ยวกับการรักษาความมั่นคง สารสนเทศ การ บริหารความเสี่ยง การควบคุมการเข้าถึง การเข้าและถอดรหัสลับ การรักษาความปลอดภัยทางกายภาพ สถาปัตยกรรมเพื่อการรักษาความปลอดภัย แผนการดําเนินธุรกิจต่อเนื่อง ความปลอดภัยของแอพพลิเคชัน การป้องกันในระบบปฏิบัติการและแพลตฟอร์มให้บริการ ภัยคุกคามและมัลแวร์ ความปลอดภัยเครือข่ายพื้นฐาน ความเป็นส่วนตัว จริยธรรม และกฎหมายที่เกี่ยวข้อง
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,1,course_101,TP,01076564 การออกแบบและวิเคราะห์อัลกอริทึม วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ ทฤษฎีและเทคนิคของการวิเคราะห์และออกแบบอัลกอริทึม แนวทางออกแบบ อัลกอริทึม การแก้ปัญหาในรูปแบบต่างๆ ซึ่งประกอบด้วย การค้นหาข้อมูล การเลือกข้อมูล การเรียง ข้อมูล ทฤษฎีของ กราฟ ทฤษฎีตัวเลข และการเข้ารหัสลับ วิธีการหาคําตอบแบบต่างๆ ได้แก่ วิธีการกรีดดี้ วิธีการแบ่งและ จัดการ การโปรแกรมแบบไดนามิก การย้อนกลับ การคํานวณเวลาและทรัพยากรที่ใช้ในการทํางาน แนวคิดเบื้องต้นและผลลัพธ์บนความน่าจะเป็น คณิตศาสตร์พื้นฐานสําหรับการวัดความซับซ้อนของ อัลกอริทึม การวิเคราะห์ความซับซ้อน เครื่องมือวัดทรัพยากร
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,2,course_119,TP,01076585 เหมืองข้อมูล วิชาบังคับก่อน: ไม่มี แนวคิดและเทคนิคต่างๆ ในการทําเหมืองข้อมูล ประสิทธิภาพและข้อดีข้อเสียของ อัลกอริทึมต่างๆ ที่ใช้ในการทําเหมืองข้อมูล กระบวนการเตรียมข้อมูล การหารูปแบบที่เกิดขึ้นบ่อย การวิเคราะห์ ความสัมพันธ์ การหากฎความสัมพันธ์ การจําแนกประเภท การทํานาย การวิเคราะห์กลุ่ม โครงข่ายประสาทเทียม การทําเหมืองข้อมูลกับข้อมูลพิเศษ ข้อมูลสื่อผสม ข้อมูลเครือข่ายสังคม ข้อมูลเชิง พื้นที่การประยุกต์ใช้และทิศทางของการทําเหมืองข้อมูล คลังข้อมูล
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,3,course_035,FP,01076114 องค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล ภาพรวมขององค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ การแทนข้อมูลในคอมพิวเตอร์ การจองและเข้าถึงหน่วยความจํา หน่วยประมวลผลกลาง การเขียนโปรแกรมภาษาแอสเซมบลีและสถาปัตยกรรม ชุดคําสั่ง การทํางานของซอฟต์แวร์ระดับสูงในมุมมองของชุดคําสั่งระดับล่าง ระดับชั้นของหน่วยความจํา เทคนิคการ ส่งข้อมูลและอินพุตเอาต์พุต การคํานวณของคอมพิวเตอร์ การวัดประสิทธิภาพของระบบ
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,4,course_113,TP,01076559 สถาปัตยกรรมและการออกแบบซอฟต์แวร์ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้แนะนำแนวคิดพื้นฐานและหลักการของการออกแบบซอฟต์แวร์และสถาปัตยกรรม ซอฟต์แวร์ โดยเริ่มจากประเด็นที่สำคัญในการออกแบบ และรูปแบบของการออกแบบ ภาพรวมของ โครงสร้างและรูปแบบของสถาปัตยกรรมซอฟต์แวร์ แนวทางปฏิบัติและขั้นตอนในการสร้างและวิเคราะห์ สถาปัตยกรรมซอฟต์แวร์ โดยให้ความสำคัญกับประเด็นเรื่องคุณภาพและสถาปัตยกรรมของซอฟต์แวร์ นักศึกษาจะได้ฝึกปฏิบัติในการออกแบบโปรแกรมประยุกต์และกรณีศึกษาของสถาปัตยกรรมซอฟต์แวร์
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,5,course_103,FP,01076568 การปฏิสัมพันธ์ระหว่างมนุษย์และคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ปฏิสัมพันธ์ระหว่าง มนุษย์และคอมพิวเตอร์ ปัจจัยมนุษย์ จิตวิทยา การวิเคราะห์งาน การ ออกแบบโดยผู้ใช้เป็นศูนย์กลาง ประโยชน์ใช้งานด้านวิศวกรรม การออกแบบอินเตอร์เฟซและการ ประเมินผล คอมพิวเตอร์ในทุกหนแห่ง สภาพแวดล้อม ร่วมกัน และสภาพแวดล้อมเสมือนจริง
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,6,course_057,FP,01076050 การประยุกต์และพัฒนาไมโครคอนโทรลเลอร์ วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล สถาปัตยกรรมไมโครคอนโทรลเลอร์ ดิจิทัลอินพุทและเอาต์พุต การสื่อสารแบบอนุกรม การแปลงจากแอนะล็อกเป็นดิจิทัล การแปลงจากดิจิทัลเป็นแอนะล็อก ฐานเวลา การจัดการอินเทอรัปต์ เซ็นเซอร์และแอ็คทูเอเตอร์ การแสดงผล เทคโนโลยีหน่วยความจำ การพัฒนาและการเขียนโปรแกรม ไมโครคอนโทรลเลอร์
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,7,course_135,TP,01076582 ปัญญาประดิษฐ์ 3 ARTIFICIAL INTELLIGENCE วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ความหมายของปัญญาประดิษฐ์ วิธีการในการแทนความรู้ โครงข่ายความหมาย เฟรม กฎ ตรรกศาสตร์ การแก้ปัญหาโดยอาศัยวิธีการค้นหา การค้นหาแบบปราศจากข้อมูลข่าวสาร การค้นหา แบบ อาศัยฮิวริสติก การเล่นเกมที่อาศัยการค้นหา หลักตรรกศาสตร์เบื้องต้น การวินิจฉัยของคอมพิวเตอร์ โดย อาศัยใช้ตรรกศาสตร์ ระบบฐานความรู้ ระบบประมวลผลโดยใช้กฎ ระบบผู้เชี่ยวชาญ การเรียนรู้ของ คอมพิวเตอร์ การวางแผน เอเจนต์ชาญฉลาด ภาษาคอมพิวเตอร์สําหรับปัญญาประดิษฐ์
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,8,course_109,FP,01076596 วิศวกรรมความต้องการของระบบ วิชาบังคับก่อน: 01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ แนะนำเทคนิคของวิศวกรรมความต้องการสำหรับระบบที่มีการใช้งานซอฟต์แวร์ ประกอบด้วย โมเดลของความต้องการ การสอบถามความต้องการ เอกสารข้อกำหนดของความต้องการ การนำเสนอความต้องการ (แบบทางการและไม่เป็นทางการ) และการตรวจสอบความต้องการ
career-data-engineer-skills,สายงาน Data Engineer ต้องใช้ความรู้จากวิชาอะไรในหลักสูตรนี้บ้าง?,9,course_097,FP,01076414 รถยนต์ขับเคลื่อนอัตโนมัติเบื้องต้น วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล การขับเคลื่อนอัตโนมัติเบื้องต้น สถาปัตยกรรมฮาร์ดแวร์และซอฟต์แวร์ที่เกี่ยวข้อง การ รับรู้ของรถ การประมาณการและการระบุตำแหน่ง การกำหนดทิศทางการเคลื่อนที่ การเรียนรู้ของเครื่องจักรสำหรับรถยนต์ขับเคลื่อนอัตโนมัติ
regulations-minimum-gpa,What is the minimum cumulative GPA required to graduate from the KMITL Computer Engineering program?,0,ocr_document_74add144-42aa-4702-bd70-b6e4de1eb430_0_0,FP,"# โครงสร้างหลักสูตรและเงื่อนไขการสำเร็จการศึกษา (Curriculum Structure & Graduation Requirements)

ในการเรียนจบหลักสูตร นักศึกษาจะต้องเรียนและเก็บสะสมหน่วยกิตให้ครบถ้วนตลอดหลักสูตรจำนวนรวมทั้งสิ้น **136 หน่วยกิต** โดยมีโครงสร้างการจำแนกหมวดวิชาและจำนวนหน่วยกิต ดังนี้:

## 1. หมวดวิชาศึกษาทั่วไป (30 หน่วยกิต)
* **วิชาพื้นฐาน:** 6 หน่วยกิต
* **วิชาด้านภาษาและการสื่อสาร:** 9 หน่วยกิต
* **วิชาตามเกณฑ์ของคณะ:** 9 หน่วยกิต
* **วิชาเลือก:** 6 หน่วยกิต

## 2. หมวดวิชาเฉพาะ (100 หน่วยกิต)
หมวดวิชาเฉพาะแบ่งออกเป็นกลุ่มย่อย ดังนี้:

### 2.1 วิชาแกน (30 หน่วยกิต)
* **วิชาแกนทางคณิตศาสตร์ (12 หน่วยกิต):** ตัวอย่างรายวิชา เช่น 
  * 01076140 แคลคูลัส 1 (CALCULUS 1)
  * 01076141 แคลคูลัส 2 (CALCULUS 2)
  * 01076032 สมการอนุพันธ์และพีชคณิตเชิงเส้นพื้นฐาน (ELEMENTARY DIFFERENTIAL EQUATIONS AND LINEAR ALGEBRA)
  * 01076253 ความน่าจะเป็นและสถิติ (PROBABILITY AND STATISTICS)
* **วิชาแกนทางวิศวกรรม (18 หน่วยกิต):** ตัวอย่างรายวิชา เช่น 
  * 01076101 วิศวกรรมคอมพิวเตอร์เบื้องต้น (INTRODUCTION TO COMPUTER ENGINEERING)
  * 01076103 พื้นฐานการเขียนโปรแกรมคอมพิวเตอร์ (PROGRAMMING FUNDAMENTAL)
  * 01076107 วงจรไฟฟ้าและอิเล็กทรอนิกส์ (CIRCUITS AND ELECTRONICS)
  * 01076011 ระบบปฏิบัติการ (OPERATING SYSTEMS)
  * 01076012 โครงสร้างแบบดิสครีต (DISCRETE STRUCTURE)

### 2.2 วิชาเฉพาะด้าน (52 หน่วยกิต)
* **วิชาบังคับ (43 หน่วยกิต):** ตัวอย่างรายวิชา เช่น 
  * 01076263 ระบบฐานข้อมูล (DATABASE SYSTEMS)
  * 01076105 การเขียนโปรแกรมเชิงวัตถุ (OBJECT ORIENTED PROGRAMMING)
  * 01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ (PRINCIPLES OF SOFTWARE DEVELOPMENT PROCESS)
  * 01076119 การพัฒนาโปรแกรมบนเว็บ (WEB APPLICATION DEVELOPMENT)
  * 01076121 ทฤษฎีการคำนวณ (THEORY OF COMPUTATION)
  * 01076116 เครือข่ายคอมพิวเตอร์ (COMPUTER NETWORKS)
* **วิชาบังคับเลือก (9 หน่วยกิต):** เลือกเรียนอย่างน้อย 1 แขนงวิชาชีพ ตัวอย่างรายวิชาตามแขนง เช่น
  * แขนงสมองกลฝังตัวฯ: 01076052 ระบบสมองกลฝังตัวแบบเรียลไทม์ (REAL-TIME EMBEDDED SYSTEMS), 01076053 อินเทอร์เน็ตในทุกสิ่งและระบบอัจฉริยะ (INTERNET OF THINGS AND SMART SYSTEMS)
  * แขนงการพัฒนาซอฟต์แวร์: 01076035 กระบวนการพัฒนาซอฟต์แวร์เชิงปฏิบัติ (SOFTWARE DEVELOPMENT PROCESS IN PRACTICE), 01076036 การออกแบบประสบการณ์และส่วนติดต่อผู้ใช้ (USER EXPERIENCE AND USER INTERFACE DESIGN)
  * แขนงโครงสร้างพื้นฐานฯ: 01076042 ความมั่นคงข้อมูลและคอมพิวเตอร์ (INFORMATION AND COMPUTER SECURITY), 01076043 สถาปัตยกรรมคลาวด์เบื้องต้น (INTRODUCTION TO CLOUD ARCHITECTURE)

### 2.3 วิชาการศึกษาทางเลือก (6 หน่วยกิต)
เลือกเรียนแนวทางใดแนวทางหนึ่ง (1 แนวทาง จำนวน 6 หน่วยกิต) ได้แก่:
1. การศึกษาเชิงปฏิบัติการ: 01076311 โครงงาน 1 (PROJECT 1) และ 01076312 โครงงาน 2 (PROJECT 2)
2. สหกิจศึกษา: 01006029 สหกิจศึกษา (CO-OPERATIVE EDUCATION)
3. การปฏิบัติการฝึกงานต่างประเทศ: 01006005 การปฏิบัติการฝึกงานต่างประเทศ (OVERSEA TRAINING)

### 2.4 วิชาเลือกเฉพาะสาขา (12 หน่วยกิต)
เลือกลงทะเบียนรวมไม่น้อยกว่า 12 หน่วยกิต ตัวอย่างรายวิชา เช่น:
* 01076411 การพัฒนาหุ่นยนต์ขนาดเล็ก (MICRO ROBOT DEVELOPMENT)
* 01076513 การสร้างคอมไพเลอร์ (COMPILER CONSTRUCTION)
* 01076574 ดาต้าแวร์เฮาส์ (DATA WAREHOUSE)
* 01076585 เหมืองข้อมูล (DATA MINING)
* 01076634 สถาปัตยกรรมข้อมูลขนาดใหญ่ (BIG DATA ARCHITECTURE)
* 01076567 การประมวลผลภาพ (IMAGE PROCESSING)
* 01076532 การเรียนรู้ของเครื่อง (MACHINE LEARNING)
* 01076582 ปัญญาประดิษฐ์ (ARTIFICIAL INTELLIGENCE)
* 01076629 การทดสอบเจาะระบบและการแฮกแบบมีจริยธรรมเบื้องต้น (BASIC PENETRATION TESTING AND ETHICAL HACKING)

## 3. หมวดวิชาเลือกเสรี (6 หน่วยกิต)
นักศึกษาสามารถเลือกเรียนรายวิชาในสถาบันฯ จำนวนไม่น้อยกว่า 6 หน่วยกิต

---
## ความหมายของรหัสประจำรายวิชา
รหัสวิชาประกอบด้วยตัวเลข 8 หลัก ดังนี้:
* หลักที่ 1, 2: 01 หมายถึง คณะวิศวกรรมศาสตร์ / 90 หมายถึง หมวดวิชาศึกษาทั่วไป
* หลักที่ 3, 4: 07 หมายถึง วิชาในสาขาวิศวกรรมคอมพิวเตอร์
* หลักที่ 5: 6 หมายถึง หลักสูตรในระดับปริญญาตรี
* หลักที่ 6, 7, 8: หมายถึง ลำดับที่ของวิชา"
